Words,Length,AROU,CNC,SIZE
,,M,M,M
steer,5,4.303,4.177,3.324
steer (cows),5,3.172,5.138,4.035
steer (direct),5,4.094,3.909,3.967
stem,4,3.636,5.97,2.829
stem (origin),4,3.844,3.613,4.118
stem (plant),4,3,6.091,3.063
stench,6,4.25,4.125,4.742
stereotype,10,4.343,3.2,4.886
stern,5,4.265,3,4.394
stern (attitude),5,4.938,3,4
stern (ship),5,3.546,6.147,5
steroids,8,5.097,5.936,3.813
stethoscope,11,4.844,6.767,2.9
steward,7,3.412,6.286,3.909
stick,5,2.824,6.382,2.606
stick (glue),5,3.4,6.029,2.667
stick (thin piece of wood),5,2.97,6.371,2.324
sticky,6,4.618,4.971,3.029
stiff,5,4.853,4.121,3.313
sting,5,5.2,5.257,3.257
stingy,6,4.212,3.909,3.438
stink,5,4.743,3.971,3.943
stir,4,4.455,4.882,3.061
stir (cook),4,4.121,5.333,2.939
stir (make trouble),4,5,3.429,4.706
stir (move),4,4.743,4.265,3.324
stock,5,3.438,4.531,4.091
stock (finance),5,3.206,4.121,4.909
stock (inventory),5,3.294,5.147,4.735
stock (soup),5,3.606,6.235,2.313
stolen,6,4.771,3.882,4.515
stomach,7,4.031,6.324,3.441
stone,5,3.344,6.4,2.879
stone (rock),5,2.857,6.514,2.914
stone (weight),5,4.03,5.818,4.455
stool,5,2.343,6.559,2.829
stool (chair),5,2.939,6.677,2.943
stool (faeces),5,2.4,6.118,2.829
stop,4,4.355,3.788,4.219
storage,7,2.943,5.382,4.771
store,5,3.667,5.516,4.774
store (put away for future),5,3.206,4.667,3.943
store (shop),5,4.303,6.324,4.364
storeroom,9,2.688,6.258,4.258
storm,5,6.576,5.457,6.114
story,5,5.484,3.781,4.581
stout,5,3,4.594,3.758
stove,5,3.636,6.406,3.625
strain,6,4.424,2.941,3.824
strand,6,3.382,4.882,2.594
strange,7,5.303,2.412,4.563
stranger,8,5.485,4.71,4.493
strangle,8,5.514,5.4,4.914
strap,5,4.2,6.171,2.824
straw,5,2.875,6.333,2.125
straw (drinking),5,3.886,6.657,1.706
straw (hay),5,2.943,5.941,2.618
strawberry,10,5.412,6.516,2.794
stray,5,4.032,3.281,3.394
streak,6,4.647,3.882,3.471
stream,6,4.382,6.057,4.278
street,6,3.656,6.394,4.121
strength,8,6.735,4.212,6.061
stress,6,5.441,3.371,4.971
stressful,9,4.333,3.152,5.121
stretch,7,4.871,4.063,4.161
strict,6,5.097,2.813,3.968
strictly,8,4.206,3.429,4
stride,6,4.941,4.235,4.546
strife,6,4.903,3.167,4.903
strike,6,5.061,4.294,5.029
strike (hit),6,5.265,5.088,4.514
strike (picket),6,4.677,4.849,4.235
string,6,3.118,5.882,2.242
strip,5,5.606,4.25,3.032
strip (naked),5,7.029,5.143,4.171
strip (narrow piece),5,3.5,5.353,2.281
strip (street),5,4.118,5.546,4.4
stripper,8,6.25,6.219,4.323
stroke,6,4.629,4.914,3.771
stroke (brain),6,5.529,5.75,5.706
stroke (pet),6,5.194,4.938,3.125
stroll,6,4.559,4.294,3.606
strong,6,6.706,3.943,5.882
struggle,8,4.576,3.735,4.849
stubble,7,4.257,6.121,2.824
stuck,5,4.394,3.429,3.794
student,7,5.177,6.286,4.171
study,5,3.743,4.486,4.765
stumble,7,4.839,3.807,3.063
stupid,6,4.152,3.394,4.273
style,5,5.914,3.029,4.457
stylish,7,5.743,3.171,4.735
subdue,6,3.742,3,3.758
subject,7,3.546,3.912,4.531
subjective,10,3.824,2.314,4.059
sublime,7,5.233,2.484,4.4
submarine,9,4.5,6.655,5.485
substance,9,4.5,4.697,4
substantial,11,5,3.543,5.758
substitute,10,3.75,3.656,3.742
subtle,6,3.879,2.529,2.882
subtract,8,3.182,3.235,3.059
suburb,6,2.938,5.091,4.879
suburbs,7,3.2,4.875,4.697
success,7,6.8,3.257,6.057
successful,10,6.853,2.677,5.471
suffer,6,5.182,2.657,5.265
suffering,9,4.121,3.086,5.257
suffix,6,2.938,3.467,2.645
suffocate,9,4.548,4.333,4.182
sugar,5,5.515,6.367,2.125
suicidal,8,3.6,2.727,5.765
suicide,7,5.031,4.667,5.333
suit,4,4.273,6,3.636
suit (legal),4,3.968,4.667,4.733
suit (playing cards),4,3.882,5.853,2.515
suit (special clothes),4,5.219,6.531,4.061
suit (to be fit for),4,4.281,3.121,3.625
suitcase,8,3.455,6.735,3.875
sulk,4,3.559,3.441,3.471
sulky,5,2.97,2.75,3.697
sulphur,7,3.629,6.182,2.882
sultan,6,4.444,5.156,4.548
summary,7,3.543,4.114,3.177
summer,6,6.886,4.971,5.543
sun,3,6.212,6.727,6.273
sunburn,7,4.829,6.314,4.114
sunk,4,3.229,4.029,3.879
sunlight,8,6.265,5.531,5.057
sunny,5,6.882,5.257,4.853
sunrise,7,6.182,5.531,5.727
sunset,6,5.886,6,5.882
sunshine,8,7.281,5.533,5.903
super,5,6.697,2.606,5.303
superb,6,6.882,2.618,5.182
supermarket,11,4.121,6.257,5.441
supplication,12,3.6,3.227,4.158
support,7,4.758,3.5,4.971
supportive,10,4.788,3.147,5.088
suppress,8,3.8,2.971,4.143
suppression,11,3.818,2.471,4.412
supreme,7,6.485,2.559,5.971
sure,4,4.914,3.088,4.706
surf,4,5.1,4.788,4.194
surf (breaking waves),4,5.4,6.235,4.971
surf (riding waves),4,5.939,5.576,4.813
surfer,6,5.143,6.485,3.546
surge,5,5.906,4.2,5.033
surgeon,7,4.829,6.429,4.771
surgery,7,5.469,6.3,5.647
surplus,7,4.032,3.219,5.147
surprise,8,7.353,3.152,5.394
surprising,10,6.412,2.629,4.429
surrender,9,5,3.313,4.452
surveyor,8,3,4.968,3.933
survive,7,6.235,3.152,5.875
survivor,8,6.242,4.546,4.912
suspect,7,4.656,3.97,4.576
suspend,7,4.686,3.875,4.303
suspended,9,4.546,3.857,4.8
suspension,10,4.727,4.057,4.743
suspicion,9,5.2,3,4.771
sustain,7,3.97,3.091,4.455
sustenance,10,4.394,3.697,4.563
swamp,5,3.486,5.914,5.171
swan,4,4.6,6.618,3.353
swarm,5,4.588,4.531,4.441
sway,4,4.121,3.941,3.412
sweat,5,4.971,5.944,3.286
sweater,7,3.697,6.5,3.406
sweatshirt,10,3.485,6.563,3.5
sweaty,6,3.636,5.206,3.5
sweep,5,3.743,5.152,3.647
sweeper,7,3.677,5.303,3.323
sweet,5,6.2,4.394,3.086
sweet (nice),5,5.667,3.029,3.824
sweet (sugar),5,5.794,4.794,3.486
sweetheart,10,6.029,3.735,3.618
sweets,6,6.657,6.618,2.429
swift,5,5.059,3,3.118
swift (bird),5,4.5,5.939,2.543
swift (quick),5,5.581,3.273,3.067
swim,4,4.758,6.03,3.829
swimmer,7,4.839,6.031,3.697
swimming,8,5.1,4.966,3.781
swindle,7,3.645,2.867,3.821
swing,5,5.394,5.781,3.906
sword,5,5.714,6.618,4.029
syllable,8,3.471,4.364,3.143
symbol,6,4.636,4.387,3.424
sympathy,8,5.294,2.206,4.794
symphony,8,5.382,5,5.529
symptom,7,4.226,3.97,4.394
synagogue,9,2.971,6.375,5.212
syphilis,8,5.065,5.125,3.906
syringe,7,5.469,6.552,2.438
system,6,3.813,3.971,4.906
table,5,3.357,6.704,3.875
table (chart),5,2.943,5.686,3.5
table (desk),5,3.171,6.743,3.943
tablespoon,10,2.636,6.546,2.303
taboo,5,5.657,2.286,4.571
tact,4,3.677,2.6,3.943
tail,4,3.939,6.161,2.647
take,4,4.265,4.118,4.114
tale,4,5.029,3.286,3.743
talent,6,6.515,3.281,5.424
talented,8,6.588,2.824,5.344
tall,4,5.094,5.294,5.485
tame,4,3.424,3.061,3.438
tamper,6,4.706,3.727,3.853
tandem,6,4.036,4.613,3.793
tangerine,9,4.343,6.543,2.029
tango,5,5.879,5.242,3.455
tango (dance),5,6.5,5.343,3.829
tango (drink),5,4.5,6.353,2.765
tank,4,4.457,6.382,5.353
tank (army),4,4.25,6.788,5.645
tank (fish),4,3.471,6.758,3.257
tank (storage),4,3.265,6.029,4.849
tanker,6,3.655,6.036,5.724
tape,4,3.171,5.912,2.452
taper,5,3.393,4.704,2.963
tapestry,8,3.743,6.059,4.394
tarantula,9,5.618,6.867,3.177
target,6,5.594,5.303,4.25
tariff,6,3.059,4.235,3.882
taser,5,5.594,6.094,3.065
taste,5,6.182,4.152,4.75
tasty,5,6.912,2.939,4.273
taught,6,5.156,3.303,4.303
taxi,4,4.75,6.517,4.188
teach,5,4.9,3.656,4.656
teacher,7,4.97,5.393,4.241
team,4,4.968,4.6,5.161
tease,5,6.774,2.875,3.645
teasing,7,5.943,3.529,4
teaspoon,8,3.182,6.686,2.029
technical,9,3.714,3.486,4.543
technicality,12,4.171,2.971,4.2
technician,10,3.094,5.849,4.03
tedious,7,2.912,2.657,3.943
teeth,5,4.548,6.621,2.065
telephone,9,4,6.485,3.206
telescope,9,4.735,6.267,4.235
television,10,4.969,6.546,4.177
temerity,8,4.077,3.091,4.846
tempest,7,5.923,3.917,5.077
temple,6,4.529,5.794,5.121
temple (forehead),6,3.941,6.182,3.177
temple (worship),6,4.455,6.188,5.313
tempo,5,4.771,3.706,3.727
tempt,5,6.029,2.727,3.824
temptation,10,6.914,2.743,5.371
tendency,8,3.824,2.677,3.971
tender,6,5.303,2.677,4.057
tender (sensitive),6,5.286,2.914,3.294
tender (soft),6,6.257,3.265,3.618
tennis,6,4.677,6.031,3.548
tense,5,4.114,3.091,3.971
tense (strained),5,5.147,3.515,4.303
tense (verb),5,3.515,3.088,3.344
tension,7,5.625,3.161,4.742
tent,4,3.629,6.457,3.286
tepid,5,2.871,2.867,3.2
termite,7,3.406,6.546,2.059
terrible,8,6.031,2.313,5.29
terrific,8,7.121,2.344,5.382
terrify,7,6,2.412,5.177
terrifying,10,5.457,3.029,5.75
terror,6,5.794,2.853,5.853
terrorist,9,5.735,5.333,5.424
test,4,4.242,5.286,4.088
text,4,4.529,5.8,3.143
text (phone message),4,5.514,5.886,2.829
text (written work),4,3.606,5.879,3.849
texture,7,4.4,4.8,3.771
thank,5,5.156,3.156,4.467
thankful,8,5.629,2.4,5.147
thanks,6,5.5,3.219,4.412
theatre,7,6.121,6.059,5.212
theatrical,10,6.606,3.306,5.229
thematic,8,4.261,2.81,4.364
theme,5,4.697,3.188,4.467
theologian,10,3.5,4.704,4.222
theology,8,4.226,2.5,5.355
theoretical,11,3.727,2.061,5
theory,6,4.257,2.912,5.147
therapist,9,4.588,5.5,4.382
therapy,7,4.743,3.853,4.657
thermometer,11,3.706,6.559,2.588
thesaurus,9,3.758,6.086,4.343
thick,5,3.394,4.471,4.412
thicket,7,3.688,5.103,4.069
thief,5,6.156,5.031,3.71
thigh,5,4.75,6.375,3.375
thighs,6,5.714,6.657,4.029
thimble,7,3.594,6.345,1.581
thin,4,3.758,3.969,2.514
thinner,7,4.765,4.543,3.091
third,5,3.567,3.188,3.563
thirst,6,4.969,4.844,4.677
thirsty,7,4,4.529,4.03
thistle,7,4.733,6.633,2.517
thorn,5,4.5,6.242,2.147
thought,7,5.364,2.03,4.516
thoughtful,10,5.455,2.273,4.844
thoughtless,11,3.882,2.206,3.824
threat,6,5.457,3.333,5.618
threatening,11,5.324,3.412,5.697
thrifty,7,5.065,2.938,3.303
thrill,6,7.485,3.543,4.844
thrilling,9,7.152,2.943,5.576
throat,6,3.886,6.457,2.912
throne,6,6.029,6.457,5.441
throw,5,4.546,4.909,4.03
thrust,6,6.771,4.382,4.543
thumb,5,3.529,6.559,2.471
ticket,6,4.788,6.094,3
ticket (admission),6,4.758,6.371,2.697
ticket (parking),6,3.722,6.5,2.943
tickle,6,6.688,4.394,3.344
ticklish,8,6.353,4.152,3.424
tidy,4,5.294,4.257,3.853
tie,3,3.5,6.438,2.485
tie (bind),3,5,5.324,3.118
tie (neck),3,3.853,6.727,2.394
tie (stalemate),3,3.807,3.943,3.438
tiger,5,6.235,6.706,4.794
tight,5,4.788,4.235,2.714
till,4,3.265,5.059,2.719
tilt,4,3.771,4.206,2.765
time,4,3.903,2.485,6.032
timid,5,3.936,2.968,2.581
tinsel,6,5.032,6.219,2.467
tiny,4,3.969,3.424,1.485
tire,4,2.939,4.667,3.606
tired,5,3.161,3.323,3.719
titan,5,5.906,4.355,5.97
titanic,7,4.242,5.758,6.065
titanic (ship),7,4.969,6.438,6
titanic (size),7,5.265,4.242,6.618
toad,4,3.546,6.581,2.588
toast,5,4.656,6.344,2.667
toast (bread),5,3.909,6.706,2.606
toast (speech),5,4.743,4.546,4.303
toaster,7,3.688,6.853,2.844
tobacco,7,3.441,6.485,3.375
toddler,7,4.182,6.229,2.857
toe,3,3.286,6.8,1.706
toes,4,3.257,6.8,2.059
toga,4,4.182,5.879,3.273
toilet,6,3.6,6.829,3.2
toll,4,3.029,3.879,3.645
tomahawk,8,6,5.8,4
tomato,6,3.206,6.824,2.371
tomb,4,5.133,6.419,4.871
tone,4,4.743,3.8,3.735
tone (colour),4,4.364,3.788,3.188
tone (music),4,5.412,4.03,3.939
tone (voice),4,5.471,3.314,4.212
tongue,6,5.515,6.625,2.606
tool,4,3.629,6.257,2.941
tooth,5,4.226,6.643,1.742
toothache,9,5.03,4.719,3.364
toothbrush,10,2.765,6.765,2.606
top,3,4.457,4.514,4.118
top (apex),3,4.516,4.833,4.344
top (shirt),3,4.324,6.471,3
top (spinning),3,3.97,5.514,2.471
torch,5,4.559,6.057,3.177
torch (burn),5,5.438,5.121,3.903
torch (flashlight),5,4.294,6.824,3.086
torment,7,6.194,2.936,5.25
tornado,7,5.909,6.121,6.406
tortoise,8,4.194,6.786,2.516
torture,7,4.677,4.714,5.118
torturer,8,5.438,5.344,5.25
toss,4,4.257,4.571,3.235
tosser,6,5.333,3.469,4.371
toucan,6,4.267,6.429,3.759
touch,5,6.235,4.853,4
touchy,6,4.914,2.743,3.818
tough,5,4.636,3.559,4.71
tour,4,4.771,5.333,4.758
tourist,7,4.971,5.486,4.059
toward,6,4.441,3.514,3.765
towel,5,3.419,6.724,2.774
tower,5,4.382,6.543,6
town,4,4.788,5.813,4.719
toxic,5,5.8,3.984,4.844
toxin,5,5.353,5.03,3.529
toy,3,5.606,6.353,2.941
toys,4,5.441,6.031,3.353
trace,5,3.656,3.765,2.265
trace (copy),5,3.059,4.861,2.972
trace (small amount),5,3.636,4,1.546
track,5,4.1,5.233,4.219
traction,8,3.531,4.063,3.867
traction (grip),8,4.294,4.382,3.667
traction (medical),8,3.24,5.046,3.864
tractor,7,3.382,6.588,4.677
trade,5,3.849,4.029,4.5
traffic,7,4,5.793,5.563
tragedy,7,6.688,2.818,6
tragic,6,6.152,2.188,5.438
trailer,7,3.633,5.879,3.933
train,5,3.846,6.687,5.147
train (bridal),5,4.455,5.97,3.97
train (practice),5,5.235,4.314,4.429
train (procession),5,3.735,4.5,4.514
train (vehicle),5,3.743,6.588,5.6
trainer,7,4.433,6.161,3.414
trainer (coach),7,4.727,6.091,4.486
trainer (shoe),7,3.727,6.394,2.824
traitor,7,5,4.147,4.636
tram,4,3.576,6.742,4.606
trample,7,4.75,4.733,4.29
trampled,8,4.971,4.971,4.457
trance,6,5.061,3.091,4.152
tranquil,8,3.313,2.515,4.063
transit,7,3.125,4.182,4.242
transition,10,4.206,3.057,4.886
transportation,14,4.188,5.394,5.382
trap,4,4.882,5.531,3.818
trapped,7,5.273,3.857,4.294
trash,5,3.353,5.971,3.2
trauma,6,5.781,2.903,5.531
traumatic,9,5.143,2.912,5.486
travel,6,7.29,4.29,5.4
traveller,9,5.636,4.939,4.438
tray,4,2.914,6.514,2.629
tread,5,3.875,4.057,3.303
treason,7,4.849,3.161,5.382
treasure,8,6.909,5.206,5.029
treasurer,9,4.029,5.583,4.611
treat,5,6.879,4.094,3.818
treaty,6,4.182,4.147,4.576
treble,6,4.943,3.559,3.912
treble (music),6,5.324,4.455,3.469
treble (triple),6,4.152,3.943,4.314
tree,4,4.484,6.862,5.433
trellis,7,3.136,5.417,3.45
tremble,7,5.588,4.8,3.543
trench,6,4.152,5.618,4.667
trend,5,5.091,2.853,4.667
trial,5,5.727,4.094,4.656
trial (courtroom),5,5.029,5.829,5.559
trial (test),5,3.912,4.429,3.914
triangle,8,3.543,5.353,2.857
triangular,10,3.25,5,3
tribal,6,5.147,4.235,5.086
tribe,5,5.226,4.733,5
tribute,7,4.875,3.727,4.939
trick,5,5.212,3.971,3.719
tricky,6,4.968,3,3.938
trim,4,3.353,4.412,2.394
trimmer,7,3.121,6.088,3
trinity,7,4.367,2.613,5.167
trinket,7,5.094,5.531,1.794
trio,4,4.265,5.229,3.606
triple,6,4.563,3.969,3.969
tripod,6,2.613,6.559,3.129
triumph,7,7.088,3.364,5.879
triumphant,10,6.857,3.147,5.914
troll,5,4.324,4.343,4.543
trophy,6,6.4,6.429,4.343
trot,4,3.697,4.455,3.452
trouble,7,6.029,3.2,5.143
troublesome,11,4.714,2.571,4.735
troubling,9,5.25,2.688,5.03
trousers,8,3.515,6.706,3.121
trout,5,2.886,6.417,2.588
truce,5,4.531,3.3,4.323
truck,5,3.677,6.697,5.212
TRUE,4,5.743,2.529,5.424
trumpet,7,4.818,6.794,3.563
truncheon,9,3.875,5.958,3.56
trunk,5,3.324,6.294,4.412
trunk (elephant),5,4.143,6.6,4.543
trunk (luggage),5,3.118,6.353,3.938
trunk (tree/body),5,4.059,6.429,5.088
trust,5,5.147,2.441,5.177
trustee,7,3.853,4.382,4.294
trustworthy,11,5.667,2.727,5.625
truth,5,6.177,2.265,5.235
tsunami,7,5.818,6.353,6.441
tube,4,3.364,6.059,3.091
tubular,7,3.107,4.143,4.107
tulip,5,3.971,6.371,2.324
tumble,6,4.546,4.656,3.294
tumbler,7,3.719,5.091,3.333
tumour,6,5.516,5.906,3.667
tune,4,5.742,4.094,3.516
turf,4,4.267,5.4,3.936
turtle,6,4.088,6.647,2.546
TV,2,4.824,6.677,3.333
tweed,5,3.967,5.448,2.967
tweet,5,4.471,4.727,2.667
tweet (bird),5,4.853,4.941,2.206
tweet (Twitter),5,4.091,4.4,2.853
tweezers,8,3.765,6.457,1.941
twig,4,3.257,6.265,1.686
twilight,8,5.576,4.455,4.455
twin,4,4.147,6.057,4
twins,5,4.941,6.387,3.909
Twitter,7,4.235,4.886,4.771
type,4,3.353,4.125,3.5
type (category),4,3.343,3.286,4.303
type (typeface),4,2.75,4.548,2.8
typewriter,10,3.485,6.667,3.394
typhoon,7,6.455,6.25,6.25
tyranny,7,5.719,3.333,5.871
tyrant,6,5.355,4.594,5.387
tyre,4,3.088,6.457,3.147
ugly,4,4.147,2.939,4.382
ulcer,5,3.657,6.171,2.343
umbrella,8,4.029,6.677,3.177
unbelievable,12,6.441,1.886,5.571
uncle,5,3.871,5.516,3.833
uncomfortable,13,4.469,2.656,4.367
under,5,4.2,3.774,3.188
underworld,10,5.909,2.485,5.781
undesirable,11,3.727,2.257,4.088
uneasy,6,4.4,2.412,3.941
unfaithful,10,4.419,2.563,5.125
unhappy,7,3,2.273,4.457
unicorn,7,6.03,4.242,4.531
unify,5,5.688,2.548,5.387
unique,6,6.839,2.156,4.281
unit,4,2.943,4.794,2.879
unit (item),4,3,5.031,2.774
unit (measure),4,2.941,4.882,2.229
unite,5,5.455,3.563,5.382
universal,9,5.969,3.152,6.303
universe,8,6.364,4.265,6.912
university,10,6,6.457,6.471
unsuccessful,12,3.242,2.735,4.588
untroubled,10,4,2.912,4.25
unusual,7,5.242,2.4,4.424
up,2,5.229,4.235,4.353
upgrade,7,5.6,4.143,4.943
upheld,6,3.606,2.97,4.364
uphold,6,4.229,2.588,4.571
upkeep,6,3.794,3,4.114
uplift,6,5.824,3.645,4.588
uplifting,9,6.97,2.657,5.529
upset,5,4.114,3.056,4.735
upset (sad),5,4.656,2.969,4.212
upset (unbalance),5,4.5,2.647,4.03
upset (unlikely victory),5,5.375,2.906,4.485
upward,6,5.875,4.121,4.594
urban,5,4.118,3.912,4.849
urge,4,5.97,2.879,4.529
urgent,6,6.594,2.813,5.484
urine,5,2.971,6.4,2.857
use,3,4.364,2.727,3.719
used,4,3.909,3.5,3.824
useful,6,4.563,3.114,4.5
useless,7,3.618,2.794,3.382
usher,5,3.857,4.588,3.543
usual,5,3.03,3,3.3
utensil,7,2.941,6.265,3.057
vacant,6,3.656,3.939,4
vacation,8,5.914,5.257,5.032
vaccinate,9,4.813,5.438,4.5
vaccination,11,3.943,5.8,3.303
vaccine,7,4.871,5.688,3.727
vacuum,6,3.967,5.091,3.849
vagina,6,7.152,6.467,3.152
vague,5,3.313,1.849,3.567
vain,4,4.636,3.156,4.333
valentine,9,6.364,4,4.656
valley,6,4.059,6.029,5.441
valour,6,5.179,2.519,5.286
valuable,8,6.242,3.382,5.438
value,5,5.143,3.088,5.086
vampire,7,5.849,3.8,4.4
van,3,2.714,6.727,4.343
vandal,6,4.6,5.143,4.457
vanish,6,5.121,3.03,3.613
vanity,6,4.514,2.257,4.4
vaporize,8,4.771,3.618,4.029
vapour,6,4.697,4.767,2.938
varied,6,4.531,3.177,4.559
various,7,4.471,3.167,4.441
varnish,7,3.581,5.594,3.313
vary,4,4.03,2.794,3.969
vase,4,3.559,6.529,2.656
vast,4,5.839,2.906,6.355
veal,4,3.879,6.088,3.219
vegetable,9,3.294,6.618,2.647
vehicle,7,4.097,6.321,4.516
veil,4,4.171,5.765,2.941
vein,4,4.147,6.471,2.588
veins,5,4,6.161,2.633
velocity,8,5.394,3.606,5.029
venom,5,5.353,4.8,3.735
venture,7,6,2.882,4.971
verb,4,3.455,3.563,3.636
verbal,6,4.706,3.667,4.171
verge,5,4.697,4.063,4.375
verse,5,3.6,3.853,3.156
verse (poetry),5,4.813,5.129,3.484
verse (stanza),5,3.429,4.441,3.4
version,7,3.647,2.844,4.059
versus,6,5.125,3.121,4.031
vessel,6,3.029,5.794,4.735
vest,4,3.324,6.286,2.677
vestibule,9,3.25,5.208,3.818
vet,3,3.829,6.242,3.515
vet (investigate),3,3.933,3.594,4.121
vet (veteran),3,4.229,6.029,4.265
vet (veterinarian),3,4.2,6.143,4.8
vicar,5,2.484,6.063,4.063
vicious,7,6.516,2.719,4.936
victim,6,5.486,4.371,3.686
victory,7,7.086,3,5.97
video,5,5.758,5.69,3.281
vigilance,9,5.5,3.226,5.03
vigilant,8,5.206,2.824,5.118
vigorous,8,7.206,2.861,5.177
vigour,6,6.655,2.938,4.871
vile,4,5.594,2.242,4.424
village,7,3.955,6,4.288
vinegar,7,3.969,6.4,2.656
viola,5,5.029,6.032,3.412
violate,7,4.529,3.25,5.387
violation,9,4.824,3.177,5.229
violence,8,5.879,4.618,5.647
violent,7,5.771,4.314,5.086
violet,6,4.677,4.765,3.177
violin,6,5.094,6.64,2.875
virgin,6,4.882,4.286,3.429
virile,6,5.222,3.222,4.214
virtue,6,5.471,2.118,4.743
virtuous,8,5.733,2.226,5.207
virus,5,3.849,5.088,3.912
visa,4,4.152,5.152,3.781
vision,6,4.844,4.294,5.032
vision (dream),6,6.625,2.656,5.355
vision (sight),6,5.294,4.529,4.382
visit,5,4.875,4.419,3.971
vitamin,7,4.613,5.677,2.529
vivid,5,6.941,2.588,5.152
vocation,8,4.333,3.576,4.71
vodka,5,5.765,6.697,3.471
voice,5,5.629,5.265,3.909
void,4,4.375,3.371,4.8
volcano,7,7.563,6.931,6
vole,4,3,6.643,1.893
volume,6,5.212,4.394,5.094
volume (amount),6,3.667,4.424,4.97
volume (loudness),6,6.029,4.286,5.429
voluminous,10,5.483,3.2,5.633
vomit,5,3.118,6.057,3.971
vote,4,4.906,4.844,4.571
voter,5,3.212,5.118,3.886
vow,3,5.583,3.2,5.486
vowel,5,3.212,3.97,2.727
vows,4,5.235,3.677,4.788
voyage,6,6.629,4.353,5.939
voyager,7,5.906,4.636,4.758
vulgar,6,5.471,2.281,4.125
vulture,7,4.529,5.909,3.588
wagon,5,3.71,6.323,4.303
waist,5,4.576,5.618,2.879
waistcoat,9,3.677,6.514,2.971
wait,4,2.794,3.5,4.03
waiter,6,3.903,6.118,3.588
waitress,8,3.727,6.5,3.412
wake,4,5.125,3.758,4.097
wake (awake),4,5.559,4.912,4.177
wake (funeral),4,2.485,5.313,4.355
wake (ship),4,3.767,5.8,4.909
wall,4,2.75,6.344,4.438
wallet,6,5.03,6.613,2.677
walnut,6,3.091,6.212,1.879
walrus,6,3.939,6.559,4.939
waltz,5,5.219,5.344,3.936
wand,4,5.774,5.967,2.438
wank,4,6.353,4.941,3.735
wanker,6,5.939,3.774,4.471
war,3,5.844,5.71,6.613
warble,6,3.808,3.84,3.308
ward,4,3.412,5.412,4
ward (child),4,3.931,5.04,3.5
ward (hospital),4,3.471,6.382,5
wardrobe,8,3.546,6.686,4.257
warehouse,9,2.882,6.686,5.324
warm,4,5.857,4.206,4.441
warmth,6,6.375,3.818,5.091
warn,4,5.457,3.2,4.457
warning,7,5.588,3.294,5.457
warrant,7,4.121,4.484,4.094
warrant (justify),7,4.152,2.824,4.735
warrant (search),7,4.912,4.714,4.529
wart,4,3.364,6.364,1.818
wasp,4,5.424,6.606,2.063
waste,5,3.559,4.324,4.824
wasteful,8,4.258,3.129,5
watch,5,4.406,5.735,2.871
watch (look),5,4.486,4.147,3.529
watch (wrist),5,3.758,6.677,2.471
water,5,4.857,6.571,4.941
waterfall,9,6.147,6.618,5.438
wave,4,6.061,5.6,4.714
wave (gesture),4,4.818,5.429,3.088
wave (water),4,5.471,5.543,5.371
weak,4,2.613,2.938,2.419
weakness,8,3.546,2.121,3.382
wealth,6,6.25,3.788,5.514
wealthy,7,5.939,3.765,5.414
weapon,6,5.188,6.469,4.903
weary,5,2.8,3.147,3.853
weasel,6,4.219,6.424,3.118
weave,5,3.625,4.97,3.091
web,3,4.546,5.441,4.688
web (internet),3,5.912,5.2,5.5
web (spider),3,3.588,6.647,2.5
wed,3,5.03,4.75,4.094
wedding,7,6.849,5.686,5.886
wee,3,3.588,3.771,1.706
week,4,3.581,3.839,4.355
weekend,7,6.441,3.469,4.061
weigh,5,4.546,3.594,4.333
weight,6,4.257,5.229,4.8
weird,5,5.091,2.606,4.424
weirdo,6,4.971,2.686,4.2
welcome,7,5.057,3.265,4.853
welfare,7,4.125,3.387,5.177
well,4,4.576,3.719,4.441
well (healthy),4,5.114,3.714,4.943
well (water),4,3.758,6.242,4.03
wench,5,4.194,4.968,3.484
whale,5,4.206,6.714,6.182
whalebone,9,3.72,5.667,4.63
wharf,5,3.24,4.913,3.917
wheat,5,3.273,6.412,2.879
wheel,5,3.6,6.371,3.371
wheelbarrow,11,3.647,6.765,3.324
which,5,2.344,2.4,3.546
whiff,5,3.771,3.029,2.714
whimper,7,4.194,3.727,2.25
whine,5,3.588,3.543,2.914
whip,4,6.581,6.182,3
whisker,7,3.667,6,1.613
whisky,6,5.727,6.433,2.97
whisper,7,5.281,3.844,2.25
whistle,7,5.152,5.849,2.543
white,5,4.406,4.839,4
whole,5,4.313,3.75,5.606
wholesale,9,3.353,4.667,4.313
wholesaler,10,3.313,5.903,4.767
whore,5,5.969,3.677,4.094
wicked,6,5.686,2.559,4.629
wife,4,5.546,5.531,4.265
wiggle,6,6.531,4.576,3
wigwam,6,4.29,6.129,3.656
wild,4,6.912,3.706,5.152
wildebeest,10,3.719,6.433,4.031
wilderness,10,6.543,5.281,5.939
wilds,5,5,4.333,4.533
wilt,4,3.177,4.152,2.636
win,3,7.429,4.057,5.471
wind,4,4.97,5.152,4.879
wind (breeze),4,4.829,4.914,4.314
wind (wrap around),4,3.765,4.677,3.382
windmill,8,3.882,6.581,4.265
window,6,3.636,6.743,3.735
wine,4,5.618,6.528,3
wing,4,4.125,6.03,3.697
wing (building),4,3.697,6.118,5.344
wing (improvise),4,5.824,2.618,4.235
wing (plane),4,4.313,6.636,5.097
wink,4,6.429,5.353,2.229
